"","Tile","CellPopulation","Foreground","Background","P_value","Test-Statistic","FDR","Log2FC_C","MeanDiff","Avg_Intensity_Case","Pct0_Case","Avg_Intensity_Control","Pct0_Control"
"35","chr1:116308000-116308499","CD16 Mono","Positive","Negative",0.0119509681405697,8.85388597587795,0.14105514484863,-0.830787866196769,-3.59027331131648,11.6161417991521,0.294117647058824,12.205492577921,0.0454545454545455
"36","chr1:116373000-116373499","CD16 Mono","Positive","Negative",0.0180353322381377,5.59271390374332,0.168071907571245,0.224730096049435,0.227239777970768,15.41900680112,0,15.2011064214027,0
"37","chr1:116373500-116373999","CD16 Mono","Positive","Negative",0.0261968142581371,4.94298128342246,0.198328176075209,-0.278640760789461,-0.343230047124601,13.9121074715476,0,14.2615019750364,0
"38","chr1:116537500-116537999","CD16 Mono","Positive","Negative",0.00809425758306614,7.0125,0.121161436201597,0.703621860851559,0.715310077128052,12.7514896498361,0,11.9808329154181,0
"39","chr1:11654500-11654999","CD16 Mono","Positive","Negative",0.0119979385716389,8.8460408592955,0.14105514484863,0.56324681586573,-0.185308391221298,12.8496773192656,0.0588235294117647,12.2807826995996,0
"40","chr1:116882000-116882499","CD16 Mono","Positive","Negative",0.0104690917311002,9.1186560150376,0.13342436135197,0.83655530972477,0.569534634780384,12.1697750201358,0.0588235294117647,11.2518990643379,0.0454545454545455
"41","chr1:117003500-117003999","CD16 Mono","Positive","Negative",0.0209853565586826,5.32800802139037,0.179011855316833,-0.455315041336261,-0.398120433196315,12.9237008294093,0,13.5100298955829,0
"42","chr1:117122000-117122499","CD16 Mono","Positive","Negative",0.0112503738509744,6.42533422459893,0.137383976669855,0.455291328244421,0.511384856205506,13.9250609041345,0,13.5216754876242,0
"43","chr1:11719000-11719499","CD16 Mono","Positive","Negative",0.0167014964604622,5.72747326203208,0.162864108942475,-0.322628700503934,-0.363797501237746,13.4319183283391,0,13.7729709269016,0
"44","chr1:11736500-11736999","CD16 Mono","Positive","Negative",0.0142912514585594,6.00180481283422,0.150846280365307,0.315327203292576,0.217880356207838,14.2898551612964,0,13.858447250212,0
"45","chr1:11737000-11737499","CD16 Mono","Positive","Negative",0.00809425758306614,7.0125,0.121161436201597,0.41364015002962,0.386715845202975,12.8144602223985,0,12.3043995987661,0
"46","chr1:11807000-11807499","CD16 Mono","Positive","Negative",0.010363041494968,9.13901900928356,0.132701306859018,-0.519601941890368,-5.32384591579565,9.66241549852977,0.882352941176471,10.1824888530007,0.363636363636364
"47","chr1:11842000-11842499","CD16 Mono","Positive","Negative",0.00260003254258767,11.9044626353063,0.0788188851245498,-1.21122718550072,-2.40999538719391,11.3382879641049,0.117647058823529,12.6984797276184,0
"48","chr1:11842500-11842999","CD16 Mono","Positive","Negative",0.000909545181274063,14.0051317683864,0.0570006822528325,-0.89158074576335,-1.64155750317649,12.7829749361173,0.0588235294117647,13.7815121114791,0
"49","chr1:11930000-11930499","CD16 Mono","Positive","Negative",0.00481285304022572,10.6729304461019,0.0996412589458002,0.546686119738518,-5.28317705559493,10.1012421474861,0.823529411764706,9.69027671019792,0.272727272727273
"50","chr1:1201500-1201999","CD16 Mono","Positive","Negative",0.0150474603034046,8.39309210526316,0.156623600108297,1.0593429000659,0.826348158087249,12.2079919645284,0.0588235294117647,11.1832892600543,0.0454545454545455
"51","chr1:121185000-121185499","CD16 Mono","Positive","Negative",0.0023749576472224,12.085551348806,0.0761445700622628,0.738265962229502,-0.0306765461031926,12.8504087120057,0.0588235294117647,12.0657094130173,0
"52","chr1:12132000-12132499","CD16 Mono","Positive","Negative",0.0237110549823761,7.48362776928953,0.191719700998209,-0.609906981324284,-3.34451841097687,11.8372880672123,0.235294117647059,12.2804804310638,0
"53","chr1:12133000-12133499","CD16 Mono","Positive","Negative",0.0243473266264045,5.0697192513369,0.191719700998209,-0.245520561075341,-0.243603269420149,14.1688317030817,0,14.5317790932989,0
"54","chr1:12141000-12141499","CD16 Mono","Positive","Negative",0.00442212044167767,8.10180481283422,0.0960040835367125,-0.394218129020889,-0.43502222279912,12.9654216190707,0,13.4545769855522,0
"55","chr1:12143000-12143499","CD16 Mono","Positive","Negative",0.0167014964604622,5.72747326203208,0.162864108942475,-0.3134423996386,-0.350586767873729,13.9518544983629,0,14.2544384145996,0
"56","chr1:121511500-121511999","CD16 Mono","Positive","Negative",0.00955673131834467,6.71570855614973,0.128928304033447,0.50701296906681,0.633826280627039,13.712857371763,0,13.0343796813605,0
"57","chr1:12167000-12167499","CD16 Mono","Positive","Negative",0.0243473266264045,5.0697192513369,0.191719700998209,0.348288575878627,0.477946621787448,13.5993935687687,0,13.2144800010757,0
"58","chr1:12169500-12169999","CD16 Mono","Positive","Negative",0.0020559855793415,9.49886927911661,0.0729604664096059,NA,-4.78604860723352,NA,1,9.69109576132729,0.5
"59","chr1:1232500-1232999","CD16 Mono","Positive","Negative",0.0215083798920321,7.67862531473213,0.182677720497494,-0.538719288672882,-2.05457930201572,11.8830569331283,0.117647058823529,12.5972059754708,0
"60","chr1:12595500-12595999","CD16 Mono","Positive","Negative",0.0154550675183968,5.86383689839572,0.156623600108297,0.324435706403794,0.325689008789968,13.9861033736622,0,13.6302350982652,0
"61","chr1:12596000-12596499","CD16 Mono","Positive","Negative",0.00575540027300403,7.62533422459893,0.105259050875776,0.305702066269346,0.275599437475146,15.0947940172146,0,14.7042888987806,0
"62","chr1:12602000-12602499","CD16 Mono","Positive","Negative",0.0178837076689935,8.0477303333921,0.168071907571245,0.760207801757431,-2.51559588365933,14.1741445749932,0.235294117647059,13.5418234806211,0
"63","chr1:1375500-1375999","CD16 Mono","Positive","Negative",0.00442212044167767,8.10180481283422,0.0960040835367125,-0.2199184249654,-0.315296484499829,13.960767919836,0,14.0936269691274,0
"64","chr1:1441000-1441499","CD16 Mono","Positive","Negative",0.0112503738509744,6.42533422459893,0.137383976669855,0.508701811547973,0.487392573808485,12.7470128516118,0,12.2041170931169,0
"65","chr1:146052000-146052499","CD16 Mono","Positive","Negative",0.0132054439872084,6.14137700534759,0.145563621302036,0.57866183434697,0.505526129606455,13.267322265064,0,12.7284544518177,0
"66","chr1:147172500-147172999","CD16 Mono","Positive","Negative",0.012193228531807,6.28255347593583,0.14105514484863,0.231903314237358,0.25420393504095,15.5810842680694,0,15.3815485526271,0
"67","chr1:148318500-148318999","CD16 Mono","Positive","Negative",0.0200073255841576,7.82331358656823,0.176135200721164,-0.345759971704119,-1.22594826146712,13.5013875088912,0.0588235294117647,13.6980504676923,0
"68","chr1:149888500-149888999","CD16 Mono","Positive","Negative",0.0123261120343615,8.79207067442361,0.142242291676766,0.612772735142087,1.18241998760164,13.8975602469959,0,13.2803821828024,0.0454545454545455
"69","chr1:149899500-149899999","CD16 Mono","Positive","Negative",0.00211958668828627,9.44298128342246,0.0729604664096059,0.474003889298673,0.550503560257852,13.960767919836,0,13.4444322058072,0
"70","chr1:149939000-149939499","CD16 Mono","Positive","Negative",0.00442212044167767,8.10180481283422,0.0960040835367125,0.370239863025867,0.405805079374574,13.9244493749556,0,13.4839645154549,0
"71","chr1:150549000-150549499","CD16 Mono","Positive","Negative",0.00442212044167767,8.10180481283422,0.0960040835367125,0.31161734165308,0.273209871381724,14.517546947734,0,14.2333192573871,0
"72","chr1:150565500-150565999","CD16 Mono","Positive","Negative",0.00720871257943745,9.86492980807996,0.117078250226633,0.794652301827893,1.81804821211654,12.0776281420698,0,11.2608866677255,0.0909090909090909
"73","chr1:150579000-150579499","CD16 Mono","Positive","Negative",0.0112503738509744,6.42533422459893,0.137383976669855,0.30358262361186,0.340743945039298,14.5473252499407,0,14.2566276214365,0
"74","chr1:150604500-150604999","CD16 Mono","Positive","Negative",0.0112503738509744,6.42533422459893,0.137383976669855,0.635626951927913,0.639602006706681,12.8828659404525,0,12.2502115744444,0
"75","chr1:150611500-150611999","CD16 Mono","Positive","Negative",0.0261968142581371,4.94298128342246,0.198328176075209,-0.18680581830717,-0.187473811470955,15.4371334552452,0,15.6591612070388,0
"76","chr1:15090500-15090999","CD16 Mono","Positive","Negative",0.00389236978161267,11.0974742169595,0.0931797736865137,-1.28375079465401,-3.12532353462962,10.9067855376234,0.176470588235294,12.6327280554853,0
"77","chr1:150977000-150977499","CD16 Mono","Positive","Negative",0.000139351222968376,14.5108957219251,0.036387759808871,0.610639354571706,0.55089721025791,14.0181645116447,0,13.3851491782226,0
"78","chr1:150977500-150977999","CD16 Mono","Positive","Negative",0.0142912514585594,6.00180481283422,0.150846280365307,0.548868459107895,0.477921826425886,13.5799124981593,0,12.8567531986802,0
"79","chr1:151311500-151311999","CD16 Mono","Positive","Negative",5.43949027564938e-05,16.288435828877,0.0338479636944014,1.09954197474285,0.976147171949794,14.2672491017125,0,13.12289635119,0
"80","chr1:151341000-151341499","CD16 Mono","Positive","Negative",0.0125748394455535,8.75211466165414,0.144192134342767,0.382364910067858,0.395524944902915,12.8363261629155,0.0588235294117647,12.4969539567243,0.0454545454545455
"81","chr1:151346500-151346999","CD16 Mono","Positive","Negative",0.0209853565586826,5.32800802139037,0.179011855316833,0.436300758162645,0.378387588342235,14.3363126668762,0,13.9858857479434,0
"82","chr1:151692000-151692499","CD16 Mono","Positive","Negative",0.0197681969912291,7.8473616903764,0.175409910584067,-0.836786505916917,-1.62076910832954,11.2677611672731,0.117647058823529,12.3715441971017,0.0454545454545455
"83","chr1:151944500-151944999","CD16 Mono","Positive","Negative",0.00527531810019932,7.78255347593583,0.101995434801579,-0.393628310531665,-0.441831198384465,14.3852426840107,0,14.716257249671,0
"84","chr1:151945000-151945499","CD16 Mono","Positive","Negative",0.00809425758306614,7.0125,0.121161436201597,-0.591185412454671,-0.643163079222001,12.4925821966482,0,13.2340356985181,0
"85","chr1:151993000-151993499","CD16 Mono","Positive","Negative",0.0217207129229186,7.65897792223257,0.183190130715488,-0.58948176891492,-1.40874678858954,12.7712874019947,0.0588235294117647,13.3535959600564,0
"86","chr1:15324000-15324499","CD16 Mono","Positive","Negative",0.0103691327911315,9.13784377387319,0.132701306859018,-0.234990121775387,-5.4354461545587,9.94135900981976,0.764705882352941,10.1865233564266,0.227272727272727
"87","chr1:153542000-153542499","CD16 Mono","Positive","Negative",0.0040565413172684,11.0148491214668,0.0932807549344399,-0.464619225579938,-5.70949287433455,10.001604334658,0.764705882352941,10.3989011052564,0.227272727272727
"88","chr1:153565500-153565999","CD16 Mono","Positive","Negative",0.00232973411024495,9.2697192513369,0.0756231627013566,0.893001226328428,0.808802403445949,14.2046794275966,0,13.0046488780166,0
"89","chr1:153791000-153791499","CD16 Mono","Positive","Negative",0.000139351222968376,14.5108957219251,0.036387759808871,-0.38464141150563,-0.444947582084954,14.2898551612964,0,14.7072363791781,0
"90","chr1:153967500-153967999","CD16 Mono","Positive","Negative",0.00337510639939909,8.59271390374331,0.0863565635937674,-0.322466885692129,-0.334109655639057,13.7469079149815,0,14.1710531183621,0
"91","chr1:154115000-154115499","CD16 Mono","Positive","Negative",0.0012095544153029,13.4350064780212,0.0620650311058509,-1.02563891242609,-1.88662342224009,12.2999728813113,0.117647058823529,13.3922247110742,0.0454545454545455
"92","chr1:154178000-154178499","CD16 Mono","Positive","Negative",0.0192227664368134,7.90331990095922,0.173015645362055,-0.722789092413751,0.426502245055007,11.4829323406779,0,12.0791985733168,0.0909090909090909
"93","chr1:154182500-154182999","CD16 Mono","Positive","Negative",0.00809425758306614,7.0125,0.121161436201597,-0.297237316580238,-0.417988526362212,14.845931515137,0,15.1231445113141,0
"94","chr1:154220000-154220499","CD16 Mono","Positive","Negative",0.0103728312325021,6.5697192513369,0.132701306859018,0.351969303616936,0.351181554845409,12.7470128516118,0,12.4039092480604,0
"95","chr1:154221000-154221499","CD16 Mono","Positive","Negative",0.00717503559487209,9.87429511278195,0.117078250226633,-0.445464188446263,-0.611943437256331,13.1235179596223,0.0588235294117647,13.6103537584411,0.0454545454545455
"96","chr1:154431500-154431999","CD16 Mono","Positive","Negative",0.00232973411024495,9.2697192513369,0.0756231627013566,0.846434190258544,0.781255306832369,13.9125089442383,0,12.8934110510781,0
"97","chr1:154568000-154568499","CD16 Mono","Positive","Negative",0.0192227664368134,7.90331990095922,0.173015645362055,0.566889936172093,1.61569123004754,12.7050367087686,0,12.1823423486387,0.0909090909090909
"98","chr1:154714500-154714999","CD16 Mono","Positive","Negative",0.0180353322381377,5.59271390374332,0.168071907571245,0.350039488257818,0.32631138935915,13.8369923330209,0,13.5206503158398,0
"99","chr1:154720500-154720999","CD16 Mono","Positive","Negative",0.0154231783298689,8.34376762942939,0.156623600108297,0.656164952585004,-2.26552884390447,12.2493452151781,0.235294117647059,11.7433886019465,0
"100","chr1:154970500-154970999","CD16 Mono","Positive","Negative",0.0132054439872084,6.14137700534759,0.145563621302036,0.387115808478836,0.336312125672716,13.8522359906298,0,13.49364073531,0
"101","chr1:155001500-155001999","CD16 Mono","Positive","Negative",0.00158904825820594,9.97239304812834,0.0669745221806947,0.349751489871185,0.37861956739857,14.66954389,0,14.3360156874468,0
"102","chr1:155002000-155002499","CD16 Mono","Positive","Negative",0.0261968142581371,4.94298128342246,0.198328176075209,0.170223224833739,0.169477948690039,15.5756911195266,0,15.426128112188,0
"103","chr1:155135000-155135499","CD16 Mono","Positive","Negative",0.00744100877100839,7.16330213903743,0.11720605207602,0.386778587991625,0.366168373671254,14.5457002594057,0,14.1517425882368,0
"104","chr1:155135500-155135999","CD16 Mono","Positive","Negative",0.00369593574757598,8.42747326203208,0.0900554948735717,0.26733882133029,0.249162832371713,15.4508675066413,0,15.151297440043,0
"105","chr1:155185500-155185999","CD16 Mono","Positive","Negative",0.0142912514585594,6.00180481283422,0.150846280365307,0.357150903361067,0.368262514684595,14.374700230029,0,14.1681031017268,0
"106","chr1:155193500-155193999","CD16 Mono","Positive","Negative",0.00442212044167767,8.10180481283422,0.0960040835367125,0.48199632354176,0.457994454115287,14.378146706593,0,13.8210777162173,0
"107","chr1:155219500-155219999","CD16 Mono","Positive","Negative",0.0087983805945554,6.86330213903743,0.124861761152394,-0.339318038880147,-0.374086156937581,14.9652863260629,0,15.165049809785,0
"108","chr1:155227000-155227499","CD16 Mono","Positive","Negative",0.0142912514585594,6.00180481283422,0.150846280365307,-0.434008031091011,-0.41819788780869,13.5993935687687,0,14.1367296627423,0
"109","chr1:155244000-155244499","CD16 Mono","Positive","Negative",0.0116119328521215,8.91144403092932,0.140629979344077,0.583004954967778,-1.56946402433397,12.3812015146579,0.176470588235294,11.8019857353766,0
"110","chr1:155273000-155273499","CD16 Mono","Positive","Negative",0.0103728312325021,6.5697192513369,0.132701306859018,0.288948367342419,0.342334169790618,14.0773777934878,0,13.8404742424512,0
"111","chr1:155324000-155324499","CD16 Mono","Positive","Negative",0.00955673131834467,6.71570855614973,0.128928304033447,0.197263433501754,0.214400602967777,15.2898191470006,0,15.0947297051643,0
"112","chr1:155610000-155610499","CD16 Mono","Positive","Negative",0.00130647466553213,10.3333556149733,0.0633062076858404,0.486932728089799,0.457396012649115,14.6196978246997,0,14.0908847135937,0
"113","chr1:155860500-155860999","CD16 Mono","Positive","Negative",0.0209853565586826,5.32800802139037,0.179011855316833,0.440852064851089,0.483855631061978,13.6901321162162,0,13.2589951806993,0
"114","chr1:155893500-155893999","CD16 Mono","Positive","Negative",0.022777224162645,7.56398836505986,0.186316884790881,1.64606463083047,-0.0861162291432045,12.1053879042013,0.235294117647059,10.3723607174146,0.136363636363636
"115","chr1:155910500-155910999","CD16 Mono","Positive","Negative",0.00206355032914052,12.3666546377742,0.0729604664096059,0.553531954544248,5.83382207734971,11.3391096304776,0,10.7968464470885,0.5
"116","chr1:155911000-155911499","CD16 Mono","Positive","Negative",0.00280830461542925,8.92800802139037,0.0804854553800998,0.255418680071931,0.28302442061123,14.9842294420788,0,14.6529314517697,0
"117","chr1:156106500-156106999","CD16 Mono","Positive","Negative",0.00527531810019932,7.78255347593583,0.101995434801579,0.48988784144138,0.423989350575116,14.3645944796781,0,13.8094037855389,0
"118","chr1:156114000-156114499","CD16 Mono","Positive","Negative",0.012193228531807,6.28255347593583,0.14105514484863,0.789224704783318,0.782372392587678,13.712857371763,0,12.9408721157213,0
"119","chr1:156114500-156114999","CD16 Mono","Positive","Negative",0.0180353322381377,5.59271390374332,0.168071907571245,0.424655147844571,0.535811617021942,13.704928673972,0,13.3211276868976,0
"120","chr1:156119500-156119999","CD16 Mono","Positive","Negative",0.0194615599109831,5.45955882352941,0.173015645362055,0.623300802148429,0.671904884174777,12.4320488686295,0,11.810862732623,0
"121","chr1:156123500-156123999","CD16 Mono","Positive","Negative",0.00015620287231044,14.295922459893,0.0373201752585043,0.522864081793288,0.531399110890987,14.3318354351296,0,13.7507948304692,0
"122","chr1:156126000-156126499","CD16 Mono","Positive","Negative",0.0014413913040634,10.1520721925134,0.0651426764868704,0.530370919159151,0.483795403752103,15.0143584172972,0,14.4208916101546,0
"123","chr1:156126500-156126999","CD16 Mono","Positive","Negative",0.0243473266264045,5.0697192513369,0.191719700998209,0.411629441938007,0.47935182359925,13.9653314251419,0,13.4798273724423,0
"124","chr1:156127000-156127499","CD16 Mono","Positive","Negative",0.000304945100047305,13.0397727272727,0.0413811073722546,0.733347520540957,0.787401786621048,14.6542361499203,0,13.7351252992371,0
"125","chr1:156150500-156150999","CD16 Mono","Positive","Negative",0.0040442562752212,8.26383689839572,0.0931797736865137,0.693468641772838,0.582720814270809,13.29982982557,0,12.4941526904595,0
"126","chr1:156282500-156282999","CD16 Mono","Positive","Negative",0.0087983805945554,6.86330213903743,0.124861761152394,0.268033961760273,0.250408117917713,15.3569317058243,0,15.0615677603766,0
"127","chr1:156491000-156491499","CD16 Mono","Positive","Negative",0.0209853565586826,5.32800802139037,0.179011855316833,-0.368539627716722,-0.48207806257331,13.4271195407394,0,13.8050155396662,0
"128","chr1:156813500-156813999","CD16 Mono","Positive","Negative",0.00290238419265132,11.6844454887218,0.082635357609083,0.845075215613015,0.597567434171404,13.0003407321674,0.0588235294117647,12.0817152222772,0.0454545454545455
"129","chr1:156816500-156816999","CD16 Mono","Positive","Negative",0.00717503559487209,9.87429511278195,0.117078250226633,0.739254808273372,0.573761577433636,12.430831363241,0.0588235294117647,11.689786210439,0.0454545454545455
"130","chr1:156892000-156892499","CD16 Mono","Positive","Negative",0.0119979385716389,8.8460408592955,0.14105514484863,0.517882032034868,-0.259062876834696,13.5591212697487,0.0588235294117647,13.0489738141129,0
"131","chr1:156920500-156920999","CD16 Mono","Positive","Negative",0.000909545181274063,14.0051317683864,0.0570006822528325,1.2924123245715,0.388619991047126,12.8584556344534,0.0588235294117647,11.6740844964875,0
"132","chr1:157106500-157106999","CD16 Mono","Positive","Negative",0.000875215027386966,11.0745320855615,0.0555154159099455,0.630236950622284,0.567412574355524,14.5857168455646,0,13.9659045113067,0
"133","chr1:157155000-157155499","CD16 Mono","Positive","Negative",0.00407577899946454,11.0053867700927,0.0934944236630882,0.668350342821538,1.34276359534555,12.9228789514795,0,12.1855945472176,0.0454545454545455
"134","chr1:158148000-158148499","CD16 Mono","Positive","Negative",0.00955673131834467,6.71570855614973,0.128928304033447,0.879300881967929,0.789900177087372,12.2999728813113,0,11.0647561079728,0
"135","chr1:158809500-158809999","CD16 Mono","Positive","Negative",0.00717503559487209,9.87429511278195,0.117078250226633,-0.657276966326037,-0.767300621013977,11.763920082213,0.0588235294117647,12.3900579514405,0.0454545454545455
"136","chr1:159008500-159008999","CD16 Mono","Positive","Negative",0.00630252107147744,10.1336111111111,0.109330292791921,-0.901511874308211,-1.18009179732549,11.2160119750703,0.117647058823529,12.0939498176514,0.0909090909090909
"137","chr1:15949500-15949999","CD16 Mono","Positive","Negative",0.0226120916215053,5.1980614973262,0.185159450830669,0.520465599122272,0.42926921742797,13.9677057040333,0,13.4186136230944,0
"138","chr1:159646500-159646999","CD16 Mono","Positive","Negative",0.0167014964604622,5.72747326203208,0.162864108942475,-0.330525087682236,-0.489654812758175,13.267322265064,0,13.3910741333599,0
"139","chr1:159924500-159924999","CD16 Mono","Positive","Negative",0.0180353322381377,5.59271390374332,0.168071907571245,0.273225407064632,0.301511561738408,15.1957500951325,0,14.9002385396997,0
"140","chr1:159954000-159954499","CD16 Mono","Positive","Negative",0.000579289726511334,11.8413770053476,0.0494152808024933,0.772587761022334,0.791713193942485,13.8143600789111,0,12.9445000171316,0
"141","chr1:160096500-160096999","CD16 Mono","Positive","Negative",0.0142912514585594,6.00180481283422,0.150846280365307,0.647988127447157,0.608882188450478,12.8004150158238,0,12.1176981676995,0
"142","chr1:16013000-16013499","CD16 Mono","Positive","Negative",0.00156384485048766,12.9212156844703,0.0669745221806947,0.983733639652516,0.242537512012566,13.0956192058409,0.0588235294117647,11.9948887368535,0
"143","chr1:16033000-16033499","CD16 Mono","Positive","Negative",0.00744100877100839,7.16330213903743,0.11720605207602,0.446646503728973,0.39792361228227,13.5202207587857,0,13.0439708241269,0
"144","chr1:161013500-161013999","CD16 Mono","Positive","Negative",0.0167014964604622,5.72747326203208,0.162864108942475,-0.259010461371957,-0.255158122171519,14.378146706593,0,14.7195612666279,0
