"","Estimate","Std. Error","z value","Pr(>|z|)","Gene","Promoter","Pathway","Unique_genes","Pval","TF"
"17",0.0355583419591342,0.00663879034282054,5.35614775025821,8.50149978804215e-08,"TRAPPC1","chr17:7933000-7933499","Toll Like Receptor 4 (TLR4) Cascade",47,8.50149978804215e-08,"JUN"
"18",-0.00114902238165712,0.00353787492147901,-0.324777559172942,0.745349429818331,"MAPK1IP1L","chr14:55051500-55051999","Toll Like Receptor 4 (TLR4) Cascade",47,0.745349429818331,"JUN"
"19",-0.0104241081087302,0.0156454219420725,-0.666272098465971,0.50523719629503,"TRAF6","chr11:36510500-36510999","Toll Like Receptor 4 (TLR4) Cascade",47,0.50523719629503,"JUN"
"20",-0.00147822372665605,0.0138977693383112,-0.106364099926534,0.915293475565783,"TLR3","chr4:186069000-186069499","Toll Like Receptor 4 (TLR4) Cascade",47,0.915293475565783,"JUN"
"21",-0.0188487405586374,0.0071317506286007,-2.64293320675679,0.00821912474126366,"ITGAM","chr16:31260000-31260499","Toll Like Receptor 4 (TLR4) Cascade",47,0.00821912474126366,"JUN"
"22",0.00510429206597161,0.00339834894621901,1.50199174562419,0.133099240606567,"JUNB","chr19:12791000-12791499","Toll Like Receptor 4 (TLR4) Cascade",47,0.133099240606567,"JUN"
"23",-0.0086072237606025,0.0086648183184198,-0.993353056498038,0.320537929970273,"TLR1","chr4:38804500-38804999","Toll Like Receptor 4 (TLR4) Cascade",47,0.320537929970273,"JUN"
"24",0.00928670687943367,0.0190171060545325,0.488334389722787,0.625313006429026,"MAP3K7","chr6:90587500-90587999","Toll Like Receptor 4 (TLR4) Cascade",47,0.625313006429026,"JUN"
"25",0.0173388965348108,0.00463234832281647,3.74300361857692,0.000181833609365227,"TRAPPC2L","chr16:88854500-88854999","Toll Like Receptor 4 (TLR4) Cascade",47,0.000181833609365227,"JUN"
"26",0.00709576974930066,0.0110108734595339,0.644432957601263,0.519294718686851,"RPS27A","chr2:55231500-55231999","Toll Like Receptor 4 (TLR4) Cascade",47,0.519294718686851,"JUN"
"27",-0.00736779671438219,0.0109013783707353,-0.67585918622557,0.499130052730245,"TRAPPC2L","chr16:88855500-88855999","Toll Like Receptor 4 (TLR4) Cascade",47,0.499130052730245,"JUN"
"28",0.0135305725149991,0.0150137731846748,0.901210664938663,0.367476321561166,"TLR4","chr9:117702000-117702499","Toll Like Receptor 4 (TLR4) Cascade",47,0.367476321561166,"JUN"
"29",-0.00189105430993678,0.009114389292884,-0.207480089907199,0.835634940319672,"PPP2R1A","chr19:52189000-52189499","Toll Like Receptor 4 (TLR4) Cascade",47,0.835634940319672,"JUN"
"30",-0.00809285482763422,0.00271047042524765,-2.98577499767215,0.00282860682562091,"DUSP6","chr12:89352500-89352999","Toll Like Receptor 4 (TLR4) Cascade",47,0.00282860682562091,"JUN"
"31",0.00423896794801823,0.00375125324217163,1.13001380455036,0.258470407686787,"UBE2N","chr12:93441500-93441999","Toll Like Receptor 4 (TLR4) Cascade",47,0.258470407686787,"JUN"
"32",-0.000510044247890903,0.00467987847629521,-0.108986643664875,0.913213084037985,"IKBKG, G6PD","chrX:154547000-154547499","Toll Like Receptor 4 (TLR4) Cascade",47,0.913213084037985,"JUN"
"33",0.00659275656113276,0.00262087900633731,2.51547535967567,0.0118871986271614,"MAP3K8","chr10:30434000-30434499","Toll Like Receptor 4 (TLR4) Cascade",47,0.0118871986271614,"JUN"
"34",-0.000511620045919047,0.00432192055919137,-0.118377938444748,0.905768205426519,"PTPN4","chr2:119759500-119759999","Toll Like Receptor 4 (TLR4) Cascade",47,0.905768205426519,"JUN"
"35",-0.00501370801173375,0.00844139571451367,-0.593943013844673,0.552550228279836,"DUSP4","chr8:29350000-29350499","Toll Like Receptor 4 (TLR4) Cascade",47,0.552550228279836,"JUN"
"36",-0.0015053573297381,0.00418011421965142,-0.360123491999611,0.718754785680361,"IKBKE","chr1:206470000-206470499","Toll Like Receptor 4 (TLR4) Cascade",47,0.718754785680361,"JUN"
"37",-0.00868772956064408,0.00879883521109167,-0.987372686522469,0.32345996921791,"HMGB1","chr13:30618500-30618999","Toll Like Receptor 4 (TLR4) Cascade",47,0.32345996921791,"JUN"
"38",0.00296702703050285,0.00260342140077403,1.13966453130512,0.254426089336097,"MAP2K3","chr17:21284500-21284999","Toll Like Receptor 4 (TLR4) Cascade",47,0.254426089336097,"JUN"
"39",0.00979762131980315,0.0111315683594089,0.880165400190154,0.37876971416951,"PELI2","chr14:56117500-56117999","Toll Like Receptor 4 (TLR4) Cascade",47,0.37876971416951,"JUN"
"40",-0.0119408234479804,0.00984575224961443,-1.21278934765477,0.225210369136817,"NOD2","chr16:50696000-50696499","Toll Like Receptor 4 (TLR4) Cascade",47,0.225210369136817,"JUN"
"41",0.00423091636931751,0.00360311484267423,1.17423855582059,0.24029948668336,"NFKBIA","chr14:35404500-35404999","Toll Like Receptor 4 (TLR4) Cascade",47,0.24029948668336,"JUN"
"42",0.0154234709075192,0.0201806684553734,0.764269575194001,0.444706612367577,"HMGB1","chr13:30466500-30466999","Toll Like Receptor 4 (TLR4) Cascade",47,0.444706612367577,"JUN"
"43",0.0184783647088424,0.0200729223218265,0.920561760394484,0.357279274498713,"DNM1","chr9:128202500-128202999","Toll Like Receptor 4 (TLR4) Cascade",47,0.357279274498713,"JUN"
"44",-0.0216196639106046,0.00519320370671552,-4.16306872049856,3.13998813860693e-05,"DUSP6","chr12:89354000-89354499","Toll Like Receptor 4 (TLR4) Cascade",47,3.13998813860693e-05,"JUN"
"45",-0.00364803332886013,0.0319165078274548,-0.114299263208303,0.909000566547219,"TRAPPC14","chr7:100160000-100160499","Toll Like Receptor 4 (TLR4) Cascade",47,0.909000566547219,"JUN"
"46",0.00399638289649304,0.00480610363947147,0.831522413222977,0.405678571950941,"MAPK15","chr8:143716000-143716499","Toll Like Receptor 4 (TLR4) Cascade",47,0.405678571950941,"JUN"
"47",-0.00504632552215435,0.0164585857216936,-0.306607481802213,0.759142158123611,"TRAPPC14","chr7:100159500-100159999","Toll Like Receptor 4 (TLR4) Cascade",47,0.759142158123611,"JUN"
"48",0.00293906068441531,0.00250231051204136,1.17453875938748,0.240179296531185,"BLOC1S3, TRAPPC6A","chr19:45178000-45178499","Toll Like Receptor 4 (TLR4) Cascade",47,0.240179296531185,"JUN"
"49",-0.000539902027508098,0.00240729463913055,-0.224277501695054,0.822541381371122,"RPS6KA1","chr1:26542000-26542499","Toll Like Receptor 4 (TLR4) Cascade",47,0.822541381371122,"JUN"
"50",-0.00958308282531314,0.00577595965959034,-1.65913257538105,0.0970890803914904,"RIPK1","chr6:3064000-3064499","Toll Like Receptor 4 (TLR4) Cascade",47,0.0970890803914904,"JUN"
"51",0.00603148330195654,0.0185948203229506,0.324363623697519,0.745662756297627,"MEF2C","chr5:88824500-88824999","Toll Like Receptor 4 (TLR4) Cascade",47,0.745662756297627,"JUN"
"52",0.00138488701938352,0.0189810613497989,0.0729615164221675,0.941836741302008,"TRAPPC2L","chr16:88854000-88854499","Toll Like Receptor 4 (TLR4) Cascade",47,0.941836741302008,"JUN"
"53",-0.0256028624199712,0.00569979927628063,-4.49188842956557,7.05944053447345e-06,"MAPK1","chr22:21868000-21868499","Toll Like Receptor 4 (TLR4) Cascade",47,7.05944053447345e-06,"JUN"
"54",-0.0071006838185469,0.00507496571819318,-1.39915897226493,0.161765316667567,"TLR2","chr4:153684000-153684499","Toll Like Receptor 4 (TLR4) Cascade",47,0.161765316667567,"JUN"
"55",-0.00257913562758687,0.00426746086463664,-0.604372414744212,0.54559607144771,"APP","chr21:26170500-26170999","Toll Like Receptor 4 (TLR4) Cascade",47,0.54559607144771,"JUN"
"56",0.00914433858917924,0.00754142237840856,1.21254826083736,0.22530258046063,"MAP3K7CL","chr21:29077000-29077499","Toll Like Receptor 4 (TLR4) Cascade",47,0.22530258046063,"JUN"
"57",0.00351215534135077,0.00919580755389331,0.381930061146592,0.702513241935849,"RELA","chr11:65664000-65664499","Toll Like Receptor 4 (TLR4) Cascade",47,0.702513241935849,"JUN"
"58",-0.00367199032818543,0.0032782494307154,-1.12010705890189,0.262668142922846,"ELK1","chrX:47650500-47650999","Toll Like Receptor 4 (TLR4) Cascade",47,0.262668142922846,"JUN"
"59",0.00102498378471021,0.00992304284320684,0.103293294295499,0.917730197529586,"UBE2D3","chr4:102869500-102869999","Toll Like Receptor 4 (TLR4) Cascade",47,0.917730197529586,"JUN"
"60",0.00452400275280428,0.0133177398518854,0.33969748644428,0.734084354832165,"MEF2A","chr15:99631500-99631999","Toll Like Receptor 4 (TLR4) Cascade",47,0.734084354832165,"JUN"
"61",0.0108287680234348,0.0113599640058024,0.953239642124194,0.340468665150472,"SKP1","chr5:134177500-134177999","Toll Like Receptor 4 (TLR4) Cascade",47,0.340468665150472,"JUN"
"62",0.0100416654207086,0.0122136411634978,0.82216804033179,0.410981265468713,"TRAPPC12, EIPR1","chr2:3379000-3379499","Toll Like Receptor 4 (TLR4) Cascade",47,0.410981265468713,"JUN"
"63",0.006442394885371,0.00839117652865096,0.76775823549582,0.442630831133744,"UBE2D3, UBE2D3-AS1","chr4:102826000-102826499","Toll Like Receptor 4 (TLR4) Cascade",47,0.442630831133744,"JUN"
"64",0.0170490800019124,0.0197277028022352,0.864220237542342,0.387466916970099,"PELI2","chr14:56117000-56117499","Toll Like Receptor 4 (TLR4) Cascade",47,0.387466916970099,"JUN"
"65",-0.0206561517084002,0.00778864076831291,-2.65208684324448,0.00799959637172315,"S100B","chr21:46605500-46605999","Toll Like Receptor 4 (TLR4) Cascade",47,0.00799959637172315,"JUN"
"66",0.0280866430595927,0.0135755390353208,2.06891549473778,0.0385540173051216,"TANK","chr2:161135000-161135499","Toll Like Receptor 4 (TLR4) Cascade",47,0.0385540173051216,"JUN"
"67",-0.00895553078387944,0.00736375160132335,-1.21616416043556,0.223922393347854,"MYD88","chr3:38136500-38136999","Toll Like Receptor 4 (TLR4) Cascade",47,0.223922393347854,"JUN"
"68",-0.00338446683043709,0.00755418759289845,-0.448025256033986,0.654134969386791,"IRAK3","chr12:66188000-66188499","Toll Like Receptor 4 (TLR4) Cascade",47,0.654134969386791,"JUN"
"69",0.00217871787219513,0.00576639769138593,0.377829970945255,0.705556907627086,"ELK1","chrX:47651000-47651499","Toll Like Receptor 4 (TLR4) Cascade",47,0.705556907627086,"JUN"
"70",-0.0242849432613303,0.00498911199648548,-4.86758831600445,1.12968352567566e-06,"DUSP6","chr12:89353500-89353999","Toll Like Receptor 4 (TLR4) Cascade",47,1.12968352567566e-06,"JUN"
"71",-0.0128810739131523,0.00704493572765699,-1.82841610074366,0.0674871267777635,"ITGB2","chr21:44930500-44930999","Toll Like Receptor 4 (TLR4) Cascade",47,0.0674871267777635,"JUN"
"72",-0.00691495091685876,0.00904257302406955,-0.764710541839421,0.444443927430066,"MEF2A","chr15:99564000-99564499","Toll Like Receptor 4 (TLR4) Cascade",47,0.444443927430066,"JUN"
"73",0.0116241962179957,0.0199608112750908,0.582350890341898,0.560330353440754,"BIRC2","chr11:102346000-102346499","Toll Like Receptor 4 (TLR4) Cascade",47,0.560330353440754,"JUN"
"74",-0.00975395125447984,0.00546750190718317,-1.78398680422318,0.0744258094081525,"MEF2C","chr5:88884000-88884499","Toll Like Receptor 4 (TLR4) Cascade",47,0.0744258094081525,"JUN"
"75",-0.00673900111487267,0.00804896007101681,-0.837251154858983,0.402451408779998,"USPL1, HMGB1","chr13:30618000-30618499","Toll Like Receptor 4 (TLR4) Cascade",47,0.402451408779998,"JUN"
"76",0.00525392011817206,0.0110955959775279,0.473514007612832,0.635846509780519,"MAPK13","chr6:36130000-36130499","Toll Like Receptor 4 (TLR4) Cascade",47,0.635846509780519,"JUN"
"77",-0.00240188218138019,0.0133538136939965,-0.179864886272901,0.857258642271132,"MAP2K1","chr15:66386000-66386499","Toll Like Receptor 4 (TLR4) Cascade",47,0.857258642271132,"JUN"
"78",-0.00916349448962096,0.0060470433005869,-1.51536776472753,0.129679296036968,"HMGB1","chr13:30465000-30465499","Toll Like Receptor 4 (TLR4) Cascade",47,0.129679296036968,"JUN"
"79",0.0295330946617715,0.0179810644748012,1.64245530086161,0.100495682384237,"TRAPPC3","chr1:36157500-36157999","Toll Like Receptor 4 (TLR4) Cascade",47,0.100495682384237,"JUN"
"80",0.00596949139237373,0.00883378358683444,0.675757033630579,0.499194918371377,"PPP2R1B","chr11:111766500-111766999","Toll Like Receptor 4 (TLR4) Cascade",47,0.499194918371377,"JUN"
"81",0.0151180908080707,0.0192425784650014,0.785658264850922,0.432067719990477,"BPI","chr20:38303000-38303499","Toll Like Receptor 4 (TLR4) Cascade",47,0.432067719990477,"JUN"
"82",0.00786577173670786,0.0137376296295579,0.572571247646963,0.566935032176108,"MAP2K4","chr17:12020000-12020499","Toll Like Receptor 4 (TLR4) Cascade",47,0.566935032176108,"JUN"
"83",0.00348006196266424,0.011321519289887,0.307384713443257,0.758550562252964,"ACAA1, MYD88","chr3:38139000-38139499","Toll Like Receptor 4 (TLR4) Cascade",47,0.758550562252964,"JUN"
"84",-0.00755230337126267,0.0262177602450939,-0.288060585674016,0.773300362467645,"JUN","chr1:58786000-58786499","Toll Like Receptor 4 (TLR4) Cascade",47,0.773300362467645,"JUN"
"85",0.02145530314084,0.0172267291132056,1.24546586875815,0.212960554067018,"DOK3","chr5:177511500-177511999","Neutrophil degranulation",133,0.212960554067018,"JUN"
"86",0.0342306649021423,0.0234386855782499,1.46043449355825,0.144170698600821,"DIAPH1","chr5:141619500-141619999","Neutrophil degranulation",133,0.144170698600821,"JUN"
"87",0.00804352418222192,0.00370033742783528,2.173727217879,0.029725627323413,"FTL","chr19:48965000-48965499","Neutrophil degranulation",133,0.029725627323413,"JUN"
"88",0.00548193012402877,0.0044450391706727,1.23326924995335,0.21747532640602,"NEU1","chr6:31862500-31862999","Neutrophil degranulation",133,0.21747532640602,"JUN"
"89",0.0265370641675886,0.00725798484800205,3.65625786266193,0.000255923922427031,"PTPRN2","chr7:158587500-158587999","Neutrophil degranulation",133,0.000255923922427031,"JUN"
"90",0.00244686006314657,0.00354090189219558,0.69102735338125,0.489548351545304,"MLEC","chr12:120686500-120686999","Neutrophil degranulation",133,0.489548351545304,"JUN"
"91",0.0147580834309737,0.00277083866364703,5.32621535298948,1.00280230108699e-07,"VPS35L","chr16:19555000-19555499","Neutrophil degranulation",133,1.00280230108699e-07,"JUN"
"92",-0.0068013600068573,0.0149635606023505,-0.454528182669899,0.649448712152847,"GALNS","chr16:88858000-88858499","Neutrophil degranulation",133,0.649448712152847,"JUN"
"93",-0.00992855363502853,0.00712635495639776,-1.39321626494553,0.163554402745247,"DOCK2","chr5:169636000-169636499","Neutrophil degranulation",133,0.163554402745247,"JUN"
"94",0.00973932051977991,0.00317383850589314,3.06862510543497,0.0021504626654523,"FAF2","chr5:176448000-176448499","Neutrophil degranulation",133,0.0021504626654523,"JUN"
"95",0.0163069483251559,0.00365332763882532,4.46358770340106,8.05985855272432e-06,"TMBIM1","chr2:218286500-218286999","Neutrophil degranulation",133,8.05985855272432e-06,"JUN"
"96",-0.0154973343534938,0.0184585795023431,-0.839573508434197,0.401147557894709,"CAMP","chr3:48222000-48222499","Neutrophil degranulation",133,0.401147557894709,"JUN"
"97",0.00508845343165418,0.00937245506345345,0.542915745896278,0.587187814109119,"CD63","chr12:55728000-55728499","Neutrophil degranulation",133,0.587187814109119,"JUN"
"98",-0.0111788690306605,0.00725471464126786,-1.54091092254276,0.123338467132174,"MLEC","chr12:120687500-120687999","Neutrophil degranulation",133,0.123338467132174,"JUN"
"99",-0.0149852952442103,0.00956594435357393,-1.56652544592857,0.117225656245857,"FTH1","chr11:61968500-61968999","Neutrophil degranulation",133,0.117225656245857,"JUN"
"100",-0.00294156180810351,0.0313685487776536,-0.0937742395720593,0.92528849533635,"B4GALT1","chr9:33169000-33169499","Neutrophil degranulation",133,0.92528849533635,"JUN"
"101",-0.00402507366915842,0.00906133497745564,-0.444203164232721,0.656895704750227,"PSMA2","chr7:42932500-42932999","Neutrophil degranulation",133,0.656895704750227,"JUN"
"102",0.00625270795044062,0.00264163830227941,2.36698110602246,0.0179338483253351,"YPEL5","chr2:30146500-30146999","Neutrophil degranulation",133,0.0179338483253351,"JUN"
"103",0.00879634123639144,0.00504463390363637,1.74370259654535,0.081210962381612,"LAMTOR2, UBQLN4","chr1:156053500-156053999","Neutrophil degranulation",133,0.081210962381612,"JUN"
"104",-0.0108120664027397,0.00601738470381212,-1.7968049135848,0.0723665960492605,"CD53","chr1:110872500-110872999","Neutrophil degranulation",133,0.0723665960492605,"JUN"
"105",0.0216766174452678,0.0074950449527707,2.89212640909573,0.00382643956953807,"CD63","chr12:55730000-55730499","Neutrophil degranulation",133,0.00382643956953807,"JUN"
"106",0.0120182784542467,0.00471262369838268,2.55023087423068,0.0107651602954292,"AGAP3","chr7:151086000-151086499","Neutrophil degranulation",133,0.0107651602954292,"JUN"
"107",0.0065004468105357,0.00966665790090647,0.672460624672166,0.501290499126637,"CREG1","chr1:167554000-167554499","Neutrophil degranulation",133,0.501290499126637,"JUN"
"108",-0.0261617024184385,0.00757840945877735,-3.45213630389658,0.000556166695977016,"FUCA1","chr1:23869000-23869499","Neutrophil degranulation",133,0.000556166695977016,"JUN"
"109",0.0355583419591342,0.00663879034282054,5.35614775025821,8.50149978804215e-08,"TRAPPC1","chr17:7933000-7933499","Neutrophil degranulation",133,8.50149978804215e-08,"JUN"
"110",-0.00114902238165712,0.00353787492147901,-0.324777559172942,0.745349429818331,"MAPK1IP1L","chr14:55051500-55051999","Neutrophil degranulation",133,0.745349429818331,"JUN"
"111",-0.02014115813324,0.00973342692409359,-2.06927717137154,0.0385200845972489,"FCN1","chr9:134919500-134919999","Neutrophil degranulation",133,0.0385200845972489,"JUN"
"112",-0.00154273363020313,0.00564291052469793,-0.273393246880468,0.784550943338516,"APAF1","chr12:98644000-98644499","Neutrophil degranulation",133,0.784550943338516,"JUN"
"113",0.00411280209499927,0.00248883586021802,1.65250033589559,0.0984325967162699,"PSMD3","chr17:39980500-39980999","Neutrophil degranulation",133,0.0984325967162699,"JUN"
"114",0.00686795187556741,0.00979403497174043,0.701238243010577,0.483154347179197,"FUCA1","chr1:23868500-23868999","Neutrophil degranulation",133,0.483154347179197,"JUN"
"115",-0.0053843092106474,0.0097521191531533,-0.552116840051777,0.580868304961042,"PSMB1","chr6:170554500-170554999","Neutrophil degranulation",133,0.580868304961042,"JUN"
"116",0.00650009804726898,0.00450467091969598,1.44296845721811,0.149029357005355,"CRISPLD2","chr16:84819500-84819999","Neutrophil degranulation",133,0.149029357005355,"JUN"
"117",0.00836145947735909,0.0140576319671415,0.594798576097546,0.551978119490077,"BRI3BP","chr12:124992500-124992999","Neutrophil degranulation",133,0.551978119490077,"JUN"
"118",0.00358539332298406,0.0032218325686151,1.11284284537643,0.265775930446644,"RHOG","chr11:3841000-3841499","Neutrophil degranulation",133,0.265775930446644,"JUN"
"119",0.0130823101455185,0.0146447695535629,0.893309389244417,0.37169151122974,"PGM1","chr1:63592500-63592999","Neutrophil degranulation",133,0.37169151122974,"JUN"
"120",-0.00267720924541204,0.00425693960235447,-0.628904681647657,0.529411460906934,"PSMB7","chr9:124415500-124415999","Neutrophil degranulation",133,0.529411460906934,"JUN"
"121",-0.0118088805349218,0.00400048884211218,-2.95185938543623,0.00315866735685393,"CD53","chr1:110873000-110873499","Neutrophil degranulation",133,0.00315866735685393,"JUN"
"122",-0.0188487405586374,0.0071317506286007,-2.64293320675679,0.00821912474126366,"ITGAM","chr16:31260000-31260499","Neutrophil degranulation",133,0.00821912474126366,"JUN"
"123",0.00349974261992377,0.0047643804854475,0.73456404890699,0.462605039673451,"UNC13D","chr17:75845000-75845499","Neutrophil degranulation",133,0.462605039673451,"JUN"
"124",0.0236906471975233,0.00478860540327757,4.94729575782297,7.52515950385434e-07,"CD63","chr12:55729000-55729499","Neutrophil degranulation",133,7.52515950385434e-07,"JUN"
"125",0.00366654675401467,0.00254757437440069,1.43923050524373,0.15008522511132,"VPS35L","chr16:19555500-19555999","Neutrophil degranulation",133,0.15008522511132,"JUN"
"126",0.00256683512458863,0.00307850681315517,0.833792250717119,0.404398062886164,"ARSA","chr22:50628000-50628499","Neutrophil degranulation",133,0.404398062886164,"JUN"
"127",-0.00998095599369894,0.00669141370260527,-1.49160647320504,0.135802340230955,"GCA","chr2:162343000-162343499","Neutrophil degranulation",133,0.135802340230955,"JUN"
"128",0.00408352777923282,0.00402078951436355,1.01560346908117,0.309818252230937,"TUBB2A","chr6:3157500-3157999","Neutrophil degranulation",133,0.309818252230937,"JUN"
"129",-0.00152382046829149,0.00853885582308719,-0.178457219545903,0.858363915705356,"DNAJC5","chr20:63894000-63894499","Neutrophil degranulation",133,0.858363915705356,"JUN"
"130",-0.000476393040824161,0.00335490855996315,-0.141998815261121,0.887080941488885,"DIAPH1","chr5:141619000-141619499","Neutrophil degranulation",133,0.887080941488885,"JUN"
"131",-0.0195928410019766,0.0078987806728519,-2.48048930758606,0.0131202198752109,"TSPAN14","chr10:80459000-80459499","Neutrophil degranulation",133,0.0131202198752109,"JUN"
"132",-0.00374824695291522,0.00814878034636203,-0.459976437404967,0.645533133365529,"CAB39","chr2:230713500-230713999","Neutrophil degranulation",133,0.645533133365529,"JUN"
"133",-0.00289433638878131,0.00847609758442234,-0.341470394831298,0.732749488480327,"DOCK2","chr5:169636500-169636999","Neutrophil degranulation",133,0.732749488480327,"JUN"
"134",-0.0062064707435801,0.0201660318693678,-0.307768567648042,0.758258440770277,"LAIR1","chr19:54370000-54370499","Neutrophil degranulation",133,0.758258440770277,"JUN"
"135",-0.00550461555974851,0.0129850715717726,-0.423918769282306,0.671625055324081,"RAP1A","chr1:111664000-111664499","Neutrophil degranulation",133,0.671625055324081,"JUN"
"136",0.0242356162433688,0.0170312009022772,1.42301276242525,0.154732455591481,"FTH1","chr11:61969000-61969499","Neutrophil degranulation",133,0.154732455591481,"JUN"
"137",0.0223639772103433,0.0278011354426511,0.804426756471016,0.421150553729919,"VCPKMT","chr14:50117000-50117499","Neutrophil degranulation",133,0.421150553729919,"JUN"
"138",-0.0107532918534474,0.00624962728782761,-1.72062930446934,0.0853181123123814,"PRKCD","chr3:53161500-53161999","Neutrophil degranulation",133,0.0853181123123814,"JUN"
"139",0.0338440884397276,0.026956080644065,1.25552705108037,0.20928749439888,"PTPRN2-AS1","chr7:157853000-157853499","Neutrophil degranulation",133,0.20928749439888,"JUN"
"140",-0.00130933705898351,0.00482623948783309,-0.271295500831308,0.786163766576091,"DDX3X","chrX:41333500-41333999","Neutrophil degranulation",133,0.786163766576091,"JUN"
"141",0.00982898277514642,0.0149506818149514,0.657427058966431,0.510906357529858,"SCAMP4, ADAT3","chr19:1903500-1903999","Neutrophil degranulation",133,0.510906357529858,"JUN"
"142",0.00813581539813917,0.00277393349231139,2.93295258184433,0.00335755167286932,"TUBB4B","chr9:137240500-137240999","Neutrophil degranulation",133,0.00335755167286932,"JUN"
"143",-0.010597036429141,0.00564790648844069,-1.87627689141622,0.0606172684864511,"BIN2","chr12:51324000-51324499","Neutrophil degranulation",133,0.0606172684864511,"JUN"
"144",0.0329774184447967,0.00837826124357819,3.93606948817374,8.28269993346348e-05,"TUBB3","chr16:89922500-89922999","Neutrophil degranulation",133,8.28269993346348e-05,"JUN"
"145",0.00848311309316351,0.0193215195638326,0.439049996307889,0.660625309993246,"RAC1","chr7:6372500-6372999","Neutrophil degranulation",133,0.660625309993246,"JUN"
"146",-0.00666048336763626,0.00342891081588562,-1.94244870317981,0.052082804186786,"DBNL","chr7:44044500-44044999","Neutrophil degranulation",133,0.052082804186786,"JUN"
"147",0.00281384331300122,0.00357088422924268,0.787996230725737,0.430698910648204,"SPTAN1","chr9:128552500-128552999","Neutrophil degranulation",133,0.430698910648204,"JUN"
"148",-0.00666035848716491,0.00634138882310164,-1.05029965406021,0.293580364191721,"CEACAM1","chr19:42529000-42529499","Neutrophil degranulation",133,0.293580364191721,"JUN"
"149",0.0031004061463768,0.00408300120222127,0.759344901659613,0.447646263976684,"AGA","chr4:177442000-177442499","Neutrophil degranulation",133,0.447646263976684,"JUN"
"150",0.00448414881760064,0.00337860822294852,1.32721775408671,0.184436661067362,"TUBB","chr6:30721000-30721499","Neutrophil degranulation",133,0.184436661067362,"JUN"
